activity_id,assay_id,standard_type,pchembl_value,tid,target_type,pref_name,class_level,lotus_id,pathway,superclass,class,pathway_superclass
2424561,546428,IC50,8.15,61,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0014192,Alkaloids,Guanidine alkaloids,Acyclic guanidine alkaloids,"Alkaloids, Guanidine alkaloids"
18939145,1828767,IC50,8.15,109599,SINGLE PROTEIN,CAMK protein kinase TSSK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
826264,223075,EC50,8.15,11184,SINGLE PROTEIN,Nicotinic acetylcholine receptor alpha subunit,4.0,LTS0030789,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
717467,87878,IC50,8.14,100034,SINGLE PROTEIN,Enzyme,1.0,LTS0081223,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
18357841,1725722,IC50,8.14,10003,SINGLE PROTEIN,Aspartic protease A1A subfamily,5.0,LTS0274908,Amino acids and Peptides,Oligopeptides,Depsipeptides,"Amino acids and Peptides, Oligopeptides"
12701965,948150,IC50,8.14,12592,SINGLE PROTEIN,Metallo protease M10A subfamily,5.0,LTS0202366,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Other,"Shikimates and Phenylpropanoids, Phenylpropanoids (C6-C3)"
99051,161940,IC50,8.14,17130,SINGLE PROTEIN,Protein phosphatase regulatory subunit,4.0,LTS0252021,Polyketides,Linear polyketides,Open-chain polyketides,"Polyketides, Linear polyketides"
18938874,1828507,IC50,8.14,10778,SINGLE PROTEIN,CAMK protein kinase DAPK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
849201,147185,Ki,8.14,10526,SINGLE PROTEIN,Opioid receptor,5.0,LTS0113875,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
15083130,1436363,Kd,8.13,97,SINGLE PROTEIN,Isomerase,2.0,LTS0000800,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
15118673,1442874,EC50,8.13,107,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0181180,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
327313,31582,Ki,8.12,12076,SINGLE PROTEIN,Acetylcholine receptor,5.0,LTS0185864,Alkaloids,Ornithine alkaloids,Tropane alkaloids,"Alkaloids, Ornithine alkaloids"
15083118,1436352,Kd,8.12,180,SINGLE PROTEIN,Isomerase,2.0,LTS0000800,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
7768286,774688,IC50,8.11,10576,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0126025,Polyketides,Polyethers,Polyether ionophores,"Polyketides, Polyethers"
1419421,303644,Ki,8.11,20016,SINGLE PROTEIN,Transcription factor,1.0,LTS0113783,Shikimates and Phenylpropanoids,Stilbenoids,Monomeric stilbenes,"Shikimates and Phenylpropanoids, Stilbenoids"
9636431,809282,Ki,8.1,30001,SINGLE PROTEIN,CAMK protein kinase MARK subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7700639,774690,IC50,8.1,107,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
4547215,688293,Potency,8.1,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0106920,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,"Shikimates and Phenylpropanoids, Flavonoids"
13878436,1284307,IC50,8.1,101332,SINGLE PROTEIN,CAMK protein kinase NuaK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9573588,809241,Ki,8.1,101557,SINGLE PROTEIN,AGC protein kinase SGK family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9601503,809184,Ki,8.1,100080,SINGLE PROTEIN,STE protein kinase PAKB subfamily,6.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
9609717,809195,Ki,8.1,10918,SINGLE PROTEIN,Tyrosine protein kinase Tec family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
619380,79059,Ki,8.1,100323,SINGLE PROTEIN,HDAC class I,4.0,LTS0023988,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
1091191,2075,EC50,8.1,279,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0141462,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
9630715,809253,Ki,8.1,12627,SINGLE PROTEIN,Tyrosine protein kinase PDGFR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1129055,3767,Ki,8.1,11923,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0012048,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,"Alkaloids, Tryptophan alkaloids"
3285749,629521,IC50,8.1,19,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 1,5.0,LTS0197831,Fatty acids,Fatty acyls,Fatty alcohols,"Fatty acids, Fatty acyls"
34229,33526,Ki,8.1,218,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0142195,Alkaloids,Other,Other,"Alkaloids, Other"
17927200,1643010,Kd,8.1,11637,SINGLE PROTEIN,AGC protein kinase PKN family,5.0,LTS0247858,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
17917884,1642963,Kd,8.1,101317,SINGLE PROTEIN,CAMK protein kinase MARK subfamily,6.0,LTS0247858,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
4741926,688259,Potency,8.1,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0000414,Alkaloids,Other,Other,"Alkaloids, Other"
4655581,688282,Potency,8.1,100639,SINGLE PROTEIN,Metallo protease M34 family,5.0,LTS0149050,Alkaloids,Tyrosine alkaloids,Cephalotaxus alkaloids,"Alkaloids, Tyrosine alkaloids"
9520614,809153,Ki,8.1,30003,SINGLE PROTEIN,Other protein kinase PLK family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
775918,28626,IC50,8.1,93,SINGLE PROTEIN,Hydrolase,2.0,LTS0009332,Terpenoids,Meroterpenoids,Triketide meroterpenoids,"Terpenoids, Meroterpenoids"
4858691,688549,Potency,8.1,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0113105,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids,"Fatty acids, Fatty Acids and Conjugates"
3647652,688422,Potency,8.1,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0023194,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,"Alkaloids, Tryptophan alkaloids"
4854900,688549,Potency,8.1,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0072954,Alkaloids,Ornithine alkaloids,Polyamines,"Alkaloids, Ornithine alkaloids"
1483859,303691,Ki,8.1,11165,SINGLE PROTEIN,Isomerase,2.0,LTS0156745,Alkaloids,Other,Other,"Alkaloids, Other"
299385,32597,Ki,8.1,103,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0142195,Alkaloids,Other,Other,"Alkaloids, Other"
4834659,688549,Potency,8.1,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0263183,Terpenoids,Monoterpenoids,Menthane monoterpenoids,"Terpenoids, Monoterpenoids"
935958,146486,IC50,8.1,12471,SINGLE PROTEIN,Opioid receptor,5.0,LTS0117197,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
4834767,688549,Potency,8.1,20053,SINGLE PROTEIN,Transcription factor,1.0,LTS0125271,Fatty acids,Fatty esters,Wax monoesters,"Fatty acids, Fatty esters"
12100991,862297,IC50,8.1,105235,SINGLE PROTEIN,AGC protein kinase PKG family,5.0,LTS0208868,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,"Alkaloids, Tryptophan alkaloids"
3638904,688422,Potency,8.1,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0104516,Fatty acids,Eicosanoids,Isoprostanes,"Fatty acids, Eicosanoids"
7633418,774699,IC50,8.1,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0209332,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
9523494,809118,Ki,8.1,12840,SINGLE PROTEIN,Tyrosine protein kinase PDGFR family,5.0,LTS0133000,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1404676,305914,IC50,8.1,20072,SINGLE PROTEIN,CMGC protein kinase CDC2 subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
784290,54059,IC50,8.1,100205,SINGLE PROTEIN,Sodium potassium ATPase,4.0,LTS0093833,Terpenoids,Steroids,Cardenolides,"Terpenoids, Steroids"
7669314,774696,IC50,8.09,12514,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
478951,33074,Ki,8.09,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0066962,Alkaloids,Tryptophan alkaloids,Corynanthe type,"Alkaloids, Tryptophan alkaloids"
12691997,942634,Kd,8.09,103950,SINGLE PROTEIN,Secreted protein,1.0,LTS0063796,Shikimates and Phenylpropanoids,Flavonoids,Flavones,"Shikimates and Phenylpropanoids, Flavonoids"
7598558,774401,Kd,8.09,101188,SINGLE PROTEIN,STE protein kinase KHS subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1651841,325073,Kd,8.09,11678,SINGLE PROTEIN,CMGC protein kinase CDC2 subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
12701911,948150,IC50,8.09,12592,SINGLE PROTEIN,Metallo protease M10A subfamily,5.0,LTS0013880,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Other,"Shikimates and Phenylpropanoids, Phenylpropanoids (C6-C3)"
7669316,774697,IC50,8.09,12474,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0042813,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
7669264,774688,IC50,8.09,10576,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0078068,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
12705016,946257,EC50,8.09,101397,SINGLE PROTEIN,EDG receptor,5.0,LTS0240355,Fatty acids,Glycerophospholipids,Glycerophosphates,"Fatty acids, Glycerophospholipids"
12704706,948151,IC50,8.09,13001,SINGLE PROTEIN,Metallo protease M10A subfamily,5.0,LTS0202366,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Other,"Shikimates and Phenylpropanoids, Phenylpropanoids (C6-C3)"
7636064,774689,IC50,8.09,10577,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0209332,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
19143405,1875739,Ki,8.09,119120,SINGLE PROTEIN,Hydrolase,2.0,LTS0069464,Carbohydrates,Other,Other,"Carbohydrates, Other"
7696366,774697,IC50,8.09,12474,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
20606303,1972211,EC50,8.08,107,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0162285,Alkaloids,Tryptophan alkaloids,Phenylethylamines,"Alkaloids, Tryptophan alkaloids"
12633760,936735,IC50,8.08,11092,SINGLE PROTEIN,Membrane receptor,1.0,LTS0116620,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
20647878,1981687,Ki,8.08,12515,SINGLE PROTEIN,Hydrolase,2.0,LTS0002698,Carbohydrates,Nucleosides,Purine nucleosides,"Carbohydrates, Nucleosides"
18938995,1828624,IC50,8.08,10235,SINGLE PROTEIN,STE protein kinase STE7 family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
14733383,1363479,Kd,8.08,185,SINGLE PROTEIN,Secreted protein,1.0,LTS0103176,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids","Terpenoids, Triterpenoids"
7615381,774715,IC50,8.08,227,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0062623,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
15121638,1435070,IC50,8.07,101563,SINGLE PROTEIN,Cysteine protease C1A family,5.0,LTS0166055,Amino acids and Peptides,Oligopeptides,Depsipeptides,"Amino acids and Peptides, Oligopeptides"
2905486,586487,Kd,8.07,12665,SINGLE PROTEIN,AGC protein kinase PKC delta subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
14733384,1363479,Kd,8.07,185,SINGLE PROTEIN,Secreted protein,1.0,LTS0045951,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids","Terpenoids, Triterpenoids"
2555653,528527,EC50,8.07,52,SINGLE PROTEIN,Adrenergic receptor,5.0,LTS0002176,Alkaloids,Tryptophan alkaloids,Yohimbine-like alkaloids,"Alkaloids, Tryptophan alkaloids"
7598599,774439,Kd,8.06,100947,SINGLE PROTEIN,STE protein kinase KHS subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
7768290,774690,IC50,8.06,107,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0126025,Polyketides,Polyethers,Polyether ionophores,"Polyketides, Polyethers"
12662424,940755,IC50,8.06,11254,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group B member 2,5.0,LTS0165831,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
506217,161451,Ki,8.06,12665,SINGLE PROTEIN,AGC protein kinase PKC delta subfamily,6.0,LTS0160271,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
1279188,162369,IC50,8.05,12635,SINGLE PROTEIN,AGC protein kinase PKC alpha subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1301686,146239,IC50,8.05,100044,SINGLE PROTEIN,Opioid receptor,5.0,LTS0111215,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
4753923,688259,Potency,8.05,103670,SINGLE PROTEIN,Enzyme,1.0,LTS0029785,Alkaloids,Other,Other,"Alkaloids, Other"
18266764,1706559,IC50,8.05,100410,SINGLE PROTEIN,Tyrosine protein kinase Axl family,5.0,LTS0010688,Alkaloids,Other,Other,"Alkaloids, Other"
324472,124014,IC50,8.05,11638,SINGLE PROTEIN,CMGC protein kinase ERK subfamily,6.0,LTS0132354,Alkaloids,Other,Other,"Alkaloids, Other"
1651533,325079,Kd,8.05,11364,SINGLE PROTEIN,CAMK protein kinase AMPK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
1734331,367676,IC50,8.05,11177,SINGLE PROTEIN,Transferase,2.0,LTS0256688,Terpenoids,Steroids,Androstane steroids,"Terpenoids, Steroids"
4144560,688238,Potency,8.05,11130,SINGLE PROTEIN,Oxidoreductase,2.0,LTS0166864,Polyketides,Chromanes,Chromones,"Polyketides, Chromanes"
7698480,774751,IC50,8.05,72,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0083989,Alkaloids,Tryptophan alkaloids,Ergot alkaloids,"Alkaloids, Tryptophan alkaloids"
18376086,1729383,IC50,8.05,11149,SINGLE PROTEIN,AGC protein kinase ROCK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
2575670,490569,IC50,8.05,101026,SINGLE PROTEIN,Enzyme,1.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
14733382,1363479,Kd,8.05,185,SINGLE PROTEIN,Secreted protein,1.0,LTS0074695,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids","Terpenoids, Triterpenoids"
3667838,688422,Potency,8.05,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0138069,Amino acids and Peptides,β-lactams,Penicillins,"Amino acids and Peptides, β-lactams"
17908652,1642922,Kd,8.05,19639,SINGLE PROTEIN,TKL protein kinase IRAK family,5.0,LTS0265204,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
13831518,1276778,IC50,8.05,87,SINGLE PROTEIN,Cannabinoid receptor,5.0,LTS0079442,Fatty acids,Other,Other,"Fatty acids, Other"
3637578,688422,Potency,8.05,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0245554,Carbohydrates,Polyols,Amino cyclitols,"Carbohydrates, Polyols"
2492972,516548,IC50,8.05,101456,SINGLE PROTEIN,Hydrolase,2.0,LTS0194002,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
1869141,433470,IC50,8.05,102583,SINGLE PROTEIN,Hydrolase,2.0,LTS0194002,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
3644899,688422,Potency,8.05,103668,SINGLE PROTEIN,Other nuclear protein,1.0,LTS0018211,Alkaloids,Other,Other,"Alkaloids, Other"
3929641,688724,Potency,8.05,103069,SINGLE PROTEIN,Phosphodiesterase,2.0,LTS0251061,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,"Shikimates and Phenylpropanoids, Phenolic acids (C6-C1)"
13338835,965054,IC50,8.04,10893,SINGLE PROTEIN,Structural protein,1.0,LTS0163460,Terpenoids,Diterpenoids,Taxane diterpenoids,"Terpenoids, Diterpenoids"
18938972,1828601,IC50,8.04,30006,SINGLE PROTEIN,STE protein kinase SLK subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
12704652,948151,IC50,8.04,13001,SINGLE PROTEIN,Metallo protease M10A subfamily,5.0,LTS0013880,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Other,"Shikimates and Phenylpropanoids, Phenylpropanoids (C6-C3)"
18367346,1727670,Ki,8.03,12209,SINGLE PROTEIN,Lyase,2.0,LTS0067593,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,"Shikimates and Phenylpropanoids, Coumarins"
945326,146486,IC50,8.03,12471,SINGLE PROTEIN,Opioid receptor,5.0,LTS0273127,Shikimates and Phenylpropanoids,Other,Other,"Shikimates and Phenylpropanoids, Other"
22444203,2025451,IC50,8.03,101497,SINGLE PROTEIN,Enzyme,1.0,LTS0107352,Polyketides,Aromatic polyketides,Catechols with side chains,"Polyketides, Aromatic polyketides"
3502450,664902,IC50,8.03,48,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 2,5.0,LTS0150503,Terpenoids,Steroids,Pregnane steroids,"Terpenoids, Steroids"
2909445,587528,EC50,8.03,174,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group A member 2,5.0,LTS0183660,Shikimates and Phenylpropanoids,Stilbenoids,Monomeric stilbenes,"Shikimates and Phenylpropanoids, Stilbenoids"
675071,49619,Ki,8.03,11685,SINGLE PROTEIN,Serine protease S1A subfamily,5.0,LTS0102496,Amino acids and Peptides,Small peptides,Dipeptides,"Amino acids and Peptides, Small peptides"
16478899,1553954,Ki,8.02,25,SINGLE PROTEIN,Nuclear hormone receptor subfamily 3 group C member 1,5.0,LTS0114608,Terpenoids,Steroids,Estrane steroids,"Terpenoids, Steroids"
18939084,1828709,IC50,8.02,30003,SINGLE PROTEIN,Other protein kinase PLK family,5.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
10949068,827233,Ki,8.02,129,SINGLE PROTEIN,Opioid receptor,5.0,LTS0049866,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
17987992,1650513,Ki,8.02,220,SINGLE PROTEIN,Dopamine receptor,5.0,LTS0133546,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
18012262,1654816,IC50,8.02,11092,SINGLE PROTEIN,Surface antigen,1.0,LTS0163297,Terpenoids,Triterpenoids,Oleanane triterpenoids,"Terpenoids, Triterpenoids"
1697184,341001,IC50,8.02,12967,SINGLE PROTEIN,CAMK protein kinase CHK1 subfamily,6.0,LTS0171945,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
19491386,1936697,EC50,8.01,119204,SINGLE PROTEIN,Family A G protein-coupled receptor,2.0,LTS0079439,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids,"Fatty acids, Fatty Acids and Conjugates"
530565,3321,EC50,8.01,10623,SINGLE PROTEIN,Serotonin receptor,5.0,LTS0170784,Amino acids and Peptides,Small peptides,Aminoacids,"Amino acids and Peptides, Small peptides"
17697784,1528935,IC50,8.01,180,SINGLE PROTEIN,Isomerase,2.0,LTS0171401,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
935956,146973,IC50,8.01,100044,SINGLE PROTEIN,Opioid receptor,5.0,LTS0117197,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,"Alkaloids, Tyrosine alkaloids"
1171934,34091,Ki,8.01,11979,SINGLE PROTEIN,Hydrolase,2.0,LTS0264779,Alkaloids,Ornithine alkaloids,Pyrrolidine alkaloids,"Alkaloids, Ornithine alkaloids"
15192499,1468651,IC50,8.01,12967,SINGLE PROTEIN,CAMK protein kinase CHK1 subfamily,6.0,LTS0230106,Alkaloids,Tryptophan alkaloids,Carbazole alkaloids,"Alkaloids, Tryptophan alkaloids"
13303173,959552,Ki,8.01,12247,SINGLE PROTEIN,AGC protein kinase PKC delta subfamily,6.0,LTS0190868,Polyketides,Macrolides,Other,"Polyketides, Macrolides"
2451861,487530,Kd,8.01,97,SINGLE PROTEIN,Isomerase,2.0,LTS0027969,Amino acids and Peptides,Oligopeptides,Cyclic peptides,"Amino acids and Peptides, Oligopeptides"
12667897,942131,Ki,8.01,10193,SINGLE PROTEIN,Lyase,2.0,LTS0005026,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,"Shikimates and Phenylpropanoids, Coumarins"
